source,target,weight
81822,81823,1
81822,84395,1
81822,192255,1
81822,287805,1
81822,298340,1
81822,298436,1
81822,303887,1
81822,304688,1
81822,304983,1
81822,309147,1
81822,315451,1
81822,361674,1
81822,685867,1
81822,100912032,1
81822,24588,1
81822,24668,1
81822,24669,1
81822,25132,1
81822,25594,1
81822,84685,1
81822,84686,1
81822,117284,1
81822,286993,1
81822,24211,1
81822,24586,1
81822,24818,1
81822,25650,1
81822,29211,1
81822,29629,1
81822,50592,1
81822,58814,1
81822,63864,1
81822,81677,1
81822,117557,1
81822,171093,1
81822,192117,1
81822,317335,1
81822,364073,1
81822,81748,1
81822,289369,1
81822,315926,1
81822,360417,1
81822,100362255,1
81822,50545,1
81822,83712,1
81822,282546,1
81822,288563,1
81822,292404,1
81822,296732,1
81822,297867,1
81822,298098,1
81822,299186,1
81822,303617,1
81822,306254,1
81822,307766,1
81822,308067,1
81822,314126,1
81822,315058,1
81822,317575,1
81822,361374,1
81822,363002,1
81822,366980,1
81822,368002,1
81822,25277,1
81822,25673,1
81822,25683,1
81822,29569,1
81822,58813,1
81822,59106,1
81822,64681,1
81822,65261,1
81822,81523,1
81822,83841,1
81822,84352,1
81822,116487,1
81822,117036,1
81822,245955,1
81822,298845,1
81822,298941,1
81822,309499,1
81822,309816,1
81822,313641,1
81822,445442,1
81822,497794,1
81822,688400,1
81822,134485935,1
81822,24919,1
81822,85423,1
81822,291691,1
81822,291737,1
81822,293494,1
81822,296084,1
81822,298447,1
81822,299810,1
81822,300222,1
81822,304569,1
81822,310661,1
81822,312154,1
81822,314718,1
81822,315523,1
81822,316440,1
81822,317413,1
81822,361107,1
81822,361652,1
81822,362132,1
81822,362258,1
81822,362594,1
81822,500225,1
81822,100360077,1
81822,100362678,1
81822,24479,1
81822,170843,1
81822,303067,1
81822,303580,1
81822,310626,1
81822,311021,1
81822,311802,1
81822,364410,1
81822,103690132,1
81822,64550,1
81822,252855,1
81822,298066,1
81822,305123,1
81822,363854,1
81822,311024,1
81822,314906,1
81822,64312,1
81822,116590,1
81822,24242,1
81822,24244,1
81822,24377,1
81822,24547,1
81822,24943,1
81822,25438,1
81822,25444,1
81822,25576,1
81822,25577,1
81822,25617,1
81822,25750,1
81822,29409,1
81822,29511,1
81822,50663,1
81822,58820,1
81822,94271,1
81822,171375,1
81822,288054,1
81822,294800,1
81822,294962,1
81822,295923,1
81822,296648,1
81822,302975,1
81822,360819,1
81822,361532,1
81822,362018,1
81822,688869,1
81822,100360302,1
81822,24440,1
81822,25265,1
81822,29276,1
81822,29302,1
81822,64803,1
81822,170921,1
81822,282837,1
81822,295500,1
81822,296313,1
81822,309186,1
81822,361969,1
81822,364206,1
81822,684555,1
81822,685269,1
81822,691992,1
81822,29423,1
81822,24615,1
81822,24648,1
81822,24825,1
81822,25030,1
81822,25211,1
81822,25274,1
81822,25294,1
81822,25308,1
81822,29692,1
81822,64372,1
81822,64673,1
81822,65039,1
81822,65182,1
81822,78959,1
81822,83781,1
81822,94106,1
81822,94167,1
81822,94195,1
81822,113898,1
81822,140583,1
81822,170821,1
81822,252858,1
81822,287697,1
81822,288785,1
81822,291091,1
81822,297516,1
81822,299354,1
81822,301034,1
81822,302363,1
81822,302855,1
81822,303527,1
81822,312248,1
81822,360395,1
81822,360922,1
81822,361725,1
81822,363551,1
81822,366203,1
81822,366624,1
81822,406228,1
81822,407760,1
81822,407761,1
81822,407762,1
81822,445415,1
81822,450228,1
81822,494202,1
81822,500183,1
81822,681126,1
81822,102548228,1
81822,102553148,1
81822,120098222,1
81822,294282,1
81822,25012,1
81822,25255,1
81822,25716,1
81822,316531,1
81822,25506,1
81822,24784,1
81822,24252,1
81822,24498,1
81822,25021,1
81822,25672,1
81822,94188,1
81822,287562,1
81822,316137,1
81822,29524,1
81822,65172,1
81822,58840,1
81822,65131,1
81822,116479,1
81822,304193,1
81822,307618,1
81822,315795,1
81822,691644,1
81822,25105,1
81822,29556,1
81822,60421,1
81822,66021,1
81822,266674,1
81822,311570,1
81822,246294,1
81822,29589,1
81822,84588,1
81822,192675,1
81822,171091,1
81822,432358,1
81822,24451,1
81822,25418,1
81822,24173,1
81822,24180,1
81822,24182,1
81822,24190,1
81822,24310,1
81822,24627,1
81822,24693,1
81822,24886,1
81822,25245,1
81822,25289,1
81822,25527,1
81822,25757,1
81822,29527,1
81822,50681,1
81822,81509,1
81822,85431,1
81822,114243,1
81822,117526,1
81822,171115,1
81822,246074,1
81822,497757,1
81822,24689,1
81822,24852,1
81822,24963,1
81822,29430,1
81822,58817,1
81822,84474,1
81822,116561,1
81822,291152,1
81822,286928,1
81822,364386,1
81822,24766,1
81822,29571,1
81822,29710,1
81822,78956,1
81822,81574,1
81822,361833,1
81822,497770,1
81822,25737,1
81822,29382,1
81822,29548,1
81822,60371,1
81822,64314,1
81822,83584,1
81822,114508,1
81822,114764,1
81822,171408,1
81822,290401,1
81822,290537,1
81822,290692,1
81822,291211,1
81822,293344,1
81822,294074,1
81822,299346,1
81822,309995,1
81822,360204,1
81822,360547,1
81822,362638,1
81822,362706,1
81822,362814,1
81822,498008,1
81822,100360582,1
81822,103694097,1
81822,727679,1
81822,24835,2
81822,65137,2
81822,292907,2
81822,24170,2
81822,29495,2
81822,25253,2
81822,266717,2
81822,296554,2
81822,300250,2
81822,312812,2
81822,450225,2
81822,24617,2
81822,25698,2
81822,54241,2
81822,291081,2
81822,29424,2
81822,85333,2
81822,300218,2
81822,500929,2
81822,24189,2
81822,24399,2
81822,29489,2
81822,58945,2
81822,25135,2
81822,64465,2
81822,117280,2
81822,100362640,2
81822,25309,2
81822,25386,2
81822,299850,2
81822,691149,2
81822,24851,2
81822,79125,2
81822,296654,2
81822,501203,2
81822,24206,2
81822,26760,2
81822,29700,2
81822,60398,2
81822,63879,2
81822,64301,2
81822,83523,2
81822,84401,2
81822,114113,2
81822,124461,2
81822,140923,2
81822,171452,2
81822,287552,2
81822,287716,2
81822,291095,2
81822,291314,2
81822,292729,2
81822,295214,2
81822,295961,2
81822,301431,2
81822,309591,2
81822,311218,2
81822,311786,2
81822,360816,2
81822,498492,2
81822,619580,2
81822,691018,2
81822,751787,2
81822,100169747,2
81822,83833,2
81822,301020,2
81822,313048,2
81822,361711,2
81822,685179,2
81822,24400,2
81822,24511,2
81822,80846,2
81822,363113,2
81822,316229,2
81822,24387,2
81822,24849,2
81822,29338,2
81822,50671,2
81822,117254,2
81822,360853,2
81822,59114,2
81822,64160,2
81822,81521,2
81822,81683,2
81822,296655,2
81822,406864,2
81822,24246,2
81822,25017,2
81822,171140,2
81822,25275,2
81822,66027,2
81822,81653,2
81822,361745,2
81822,24186,2
81822,24232,2
81822,293860,2
81822,309550,2
81822,292994,2
81822,29545,2
81822,100361457,2
81822,24471,2
81822,305679,2
81822,24587,2
81822,60374,2
81822,25608,2
81822,246253,2
81822,24534,2
81822,24813,2
81822,64514,2
81822,266610,2
81822,290029,2
81822,299976,2
81822,304429,2
81822,362960,2
81822,683206,2
81822,50683,2
81822,84596,2
81822,295620,2
81822,315708,2
81822,24264,3
81822,299331,3
81822,29753,3
81822,304859,3
81822,24426,3
81822,29221,3
81822,59085,3
81822,24472,3
81822,29214,3
81822,108348108,3
81822,171350,3
81822,64159,3
81822,24250,3
81822,25134,3
81822,64352,3
81822,81727,3
81822,114860,3
81822,306547,3
81822,303518,3
81822,361825,3
81822,313494,3
81822,24468,3
81822,25400,3
81822,50522,3
81822,171361,3
81822,291245,3
81822,298653,3
81822,24223,3
81822,24465,3
81822,680668,3
81822,361925,4
81822,25630,4
81822,25578,4
81822,290046,4
81822,24957,4
81822,24503,4
81822,29292,4
81822,29562,4
81822,191575,4
81822,300981,4
81822,171379,4
81822,29271,4
81822,24333,5
81822,24533,5
81822,25745,5
81822,63836,5
81822,29498,5
81822,24383,6
81822,64158,6
81822,287876,10
309757,24835,4
84410,24835,1
117516,24835,8
64044,24835,10
363630,24835,1
25661,24835,1
24628,24835,3
24511,24835,1
296456,24835,1
24887,24835,8
64032,24835,1
361945,24835,1
81780,24835,8
100314000,24835,1
81687,24835,6
24617,24835,4
25328,24835,1
25687,24835,1
100314241,24835,2
29386,24835,2
25467,24835,1
24494,24835,173
24498,24835,164
24835,25139,1
24835,81737,1
24835,24925,1
24835,25645,1
24835,116596,1
24835,314870,1
24835,362418,1
24835,25118,1
24835,309684,1
24835,360918,1
24835,641627,1
24835,309622,1
24835,24162,1
24835,25126,1
24835,29277,1
24835,94193,1
24835,54319,1
24835,81521,1
24835,360678,1
24835,24653,1
24835,24767,1
24835,24768,1
24835,25489,1
24835,29665,1
24835,24784,1
24835,64030,1
24835,24391,1
24835,414790,1
24835,353229,1
24835,363265,1
24835,448830,1
24835,361167,1
24835,171056,1
24835,57025,1
24835,290344,1
24835,301132,1
24835,29692,1
24835,100363332,1
24835,363854,1
24835,84349,1
24835,311245,1
24835,116996,1
24835,85253,1
24835,25316,1
24835,25441,1
24835,24207,1
24835,25598,1
24835,25655,1
24835,171333,1
24835,171334,1
24835,305584,1
24835,25149,1
24835,29625,1
24835,246294,1
24835,305338,1
24835,24300,1
24835,25086,1
24835,54267,1
24835,308983,1
24835,311658,1
24835,313557,1
24835,314436,1
24835,60447,1
24835,114104,1
24835,25407,1
24835,117512,1
24835,171040,1
24835,29483,1
24835,64026,1
24835,64314,1
24835,78963,1
24835,293625,1
24835,314756,1
24835,365661,1
24835,291100,1
24835,680611,1
24835,83790,1
24835,25682,1
24835,287702,1
24835,58935,1
24835,308444,1
24835,114492,1
24835,25265,1
24835,140939,1
24835,171043,1
24835,24553,1
24835,54281,1
24835,312927,1
24835,24813,1
24835,24957,1
24835,25513,1
24835,116465,1
24835,25296,1
24835,54225,1
24835,170911,1
24835,81670,1
24835,116568,1
24835,689415,1
24835,266759,1
24835,24860,1
24835,26295,1
24835,294320,1
24835,306862,1
24835,363067,1
24835,497229,1
24835,24392,1
24835,24476,1
24835,24952,1
24835,287730,1
24835,24873,1
24835,64625,1
24835,50572,1
24835,170698,1
24835,81680,1
24835,289036,1
24835,362275,1
24835,171164,1
24835,304266,1
24835,305139,1
24835,310917,1
24835,362050,1
24835,25627,1
24835,24618,1
24835,500133,1
24835,25575,1
24835,303614,1
24835,25499,1
24835,497942,1
24835,289014,1
24835,292658,1
24835,65133,1
24835,301365,1
24835,85247,1
24835,24590,1
24835,25700,1
24835,499985,1
24835,134486712,1
24835,25557,1
24835,85471,1
24835,362896,1
24835,301011,1
24835,25408,1
24835,58960,1
24835,359726,1
24835,116591,1
24835,289211,1
24835,295279,1
24835,304966,1
24835,29152,1
24835,24506,1
24835,24715,1
24835,171293,1
24835,25237,1
24835,25644,1
24835,29263,1
24835,29357,1
24835,50554,1
24835,140590,1
24835,290921,1
24835,83535,1
24835,94338,1
24835,64035,1
24835,294797,1
24835,50522,1
24835,24468,1
24835,29663,1
24835,24694,1
24835,25636,1
24835,25746,1
24835,29187,1
24835,309217,1
24835,315294,1
24835,499271,1
24835,302526,1
24835,289104,1
24835,24929,1
24835,29290,1
24835,140654,1
24835,24565,1
24835,81525,1
24835,89804,1
24835,89807,1
24835,60628,1
24835,65130,1
24835,687030,1
24835,65162,1
24835,25267,1
24835,66018,1
24835,79429,1
24835,84350,1
24835,85250,1
24835,290905,1
24835,294337,1
24835,363458,1
24835,366474,1
24835,444984,1
24835,100313972,1
24835,100313980,1
24835,100313992,1
24835,100313993,1
24835,100314001,1
24835,100314010,1
24835,100314011,1
24835,100314015,1
24835,100314016,1
24835,100314019,1
24835,100314020,1
24835,100314021,1
24835,100314022,1
24835,100314023,1
24835,100314031,1
24835,100314041,1
24835,100314045,1
24835,100314046,1
24835,100314047,1
24835,100314049,1
24835,100314050,1
24835,100314056,1
24835,100314059,1
24835,100314067,1
24835,100314070,1
24835,100314075,1
24835,100314108,1
24835,100314119,1
24835,100314125,1
24835,100314132,1
24835,100314150,1
24835,100314153,1
24835,100314163,1
24835,100314191,1
24835,100314193,1
24835,100314205,1
24835,100314213,1
24835,100314221,1
24835,100314223,1
24835,100314232,1
24835,100314233,1
24835,100314238,1
24835,100314245,1
24835,100314252,1
24835,100314266,1
24835,100314279,1
24835,100526564,1
24835,100526574,1
24835,100526583,1
24835,100526621,1
24835,100526630,1
24835,104796155,1
24835,104796156,1
24835,29568,1
24835,114509,1
24835,306330,1
24835,24505,1
24835,25718,1
24835,29376,1
24835,85431,1
24835,59295,1
24835,80897,1
24835,64668,1
24835,24495,1
24835,117027,1
24835,25303,1
24835,25043,1
24835,60371,1
24835,78971,1
24835,25670,1
24835,685479,1
24835,24518,1
24835,24891,1
24835,29316,1
24835,291234,1
24835,25692,1
24835,307446,1
24835,288264,1
24835,191570,1
24835,686753,1
24835,25227,1
24835,25155,1
24835,25651,1
24835,117033,1
24835,299284,1
24835,54355,1
24835,363140,1
24835,25690,1
24835,60383,1
24835,364386,1
24835,63879,1
24835,24248,1
24835,29215,1
24835,288731,1
24835,25159,1
24835,25589,1
24835,362119,1
24835,308267,1
24835,317546,1
24835,100314002,1
24835,24655,1
24835,300177,1
24835,54702,1
24835,25026,1
24835,56718,1
24835,57301,1
24835,116506,1
24835,314322,1
24835,103690326,1
24835,304135,1
24835,287561,1
24835,50655,1
24835,84604,1
24835,84586,1
24835,299827,1
24835,94195,1
24835,24934,1
24835,63835,1
24835,301626,1
24835,315609,1
24835,29455,1
24835,117518,1
24835,290214,1
24835,301133,1
24835,306748,1
24835,338418,1
24835,499744,1
24835,500311,1
24835,103691134,1
24835,25742,1
24835,26198,1
24835,66021,1
24835,364031,1
24835,309157,1
24835,315879,1
24835,24409,1
24835,25313,1
24835,83840,1
24835,100313975,1
24835,100314082,1
24835,79240,1
24835,310131,1
24835,503018,1
24835,60463,1
24835,64476,1
24835,83516,1
24835,94188,1
24835,308326,1
24835,24166,1
24835,260320,1
24835,25187,1
24835,498795,1
24835,298947,1
24835,29452,1
24835,64133,1
24835,24446,1
24835,113894,1
24835,65131,1
24835,25477,1
24835,100314040,1
24835,303698,1
24835,361676,1
24835,100361007,1
24835,297867,1
24835,305236,1
24835,688605,1
24835,309452,1
24835,100360982,1
24835,117514,1
24835,25012,1
24835,25558,1
24835,25624,1
24835,83810,1
24835,361749,1
24835,25339,1
24835,25428,1
24835,25757,1
24835,117274,1
24835,170582,1
24835,24338,1
24835,25233,1
24835,25729,1
24835,317673,1
24835,24646,1
24835,84385,1
24835,24314,1
24835,65248,1
24835,83571,1
24835,29154,1
24835,81646,1
24835,58851,1
24835,58852,1
24835,83792,1
24835,114628,1
24835,155192,1
24835,171400,1
24835,246074,1
24835,298186,1
24835,306825,1
24835,313210,1
24835,59265,1
24835,29545,1
24835,29302,1
24835,685269,1
24835,113959,1
24835,29627,1
24835,297893,1
24835,100314242,1
24835,65129,1
24835,680609,1
24835,100314216,1
24835,104795669,1
24835,24398,1
24835,84480,1
24835,114099,1
24835,170926,1
24835,25610,1
24835,25738,1
24835,63994,1
24835,291713,1
24835,24241,1
24835,25319,1
24835,29292,1
24835,24410,1
24835,24418,1
24835,170496,1
24835,24477,1
24835,25341,1
24835,25586,1
24835,29169,1
24835,29373,1
24835,292537,1
24835,367218,1
24835,25054,1
24835,24525,1
24835,315114,1
24835,100314008,1
24835,100125371,1
24835,24577,1
24835,24881,1
24835,363287,1
24835,100314222,1
24835,24559,2
24835,29433,2
24835,64363,2
24835,24252,2
24835,316051,2
24835,303200,2
24835,29385,2
24835,79426,2
24835,24330,2
24835,363875,2
24835,50592,2
24835,85421,2
24835,25522,2
24835,24329,2
24835,25404,2
24835,64639,2
24835,294515,2
24835,116510,2
24835,309295,2
24835,309361,2
24835,24247,2
24835,363328,2
24835,83477,2
24835,171369,2
24835,24680,2
24835,24806,2
24835,299606,2
24835,24296,2
24835,24297,2
24835,307820,2
24835,24699,2
24835,25406,2
24835,373540,2
24835,445442,2
24835,58918,2
24835,313121,2
24835,25747,2
24835,305897,2
24835,24471,2
24835,50658,2
24835,367846,2
24835,155140,2
24835,29467,2
24835,24777,2
24835,84352,2
24835,83619,2
24835,171551,2
24835,29650,2
24835,64529,2
24835,29184,2
24835,56822,2
24835,24481,2
24835,312670,2
24835,300339,2
24835,25153,2
24835,81762,2
24835,54244,2
24835,25599,2
24835,117029,2
24835,83497,2
24835,83502,2
24835,302668,2
24835,171045,2
24835,100313988,2
24835,102465831,2
24835,114505,2
24835,81683,2
24835,312937,2
24835,58919,2
24835,171052,2
24835,24186,2
24835,117547,2
24835,310738,2
24835,24771,2
24835,108348108,2
24835,29221,2
24835,690743,2
24835,114114,2
24835,316137,2
24835,303413,2
24835,54251,2
24835,292994,2
24835,500598,2
24835,684440,2
24835,25476,2
24835,78956,2
24835,24683,2
24835,287562,2
24835,63849,2
24835,365057,2
24835,312896,2
24835,66029,2
24835,60351,2
24835,25302,2
24835,100314276,2
24835,114243,2
24835,170851,3
24835,299354,3
24835,25663,3
24835,363520,3
24835,79245,3
24835,78965,3
24835,24796,3
24835,294270,3
24835,85420,3
24835,81638,3
24835,362491,3
24835,499285,3
24835,25647,3
24835,25672,3
24835,29469,3
24835,25660,3
24835,192126,3
24835,292892,3
24835,25084,3
24835,84405,3
24835,24890,3
24835,24930,3
24835,24932,3
24835,171528,3
24835,24232,3
24835,83425,3
24835,24786,3
24835,24182,3
24835,83569,3
24835,24390,3
24835,117279,3
24835,24888,3
24835,116558,3
24835,682837,3
24835,25584,3
24835,29251,3
24835,304917,3
24835,24253,3
24835,287435,3
24835,29482,3
24835,116637,3
24835,307403,3
24835,24772,3
24835,24472,3
24835,65206,3
24835,287362,3
24835,100314053,3
24835,81809,4
24835,25021,4
24835,311786,4
24835,84351,4
24835,89808,4
24835,25704,4
24835,25124,4
24835,252971,4
24835,24497,4
24835,246759,4
24835,338457,4
24835,24787,4
24835,317468,4
24835,84032,4
24835,25105,4
24835,25385,5
24835,89829,5
24835,25361,5
24835,246250,5
24835,317382,5
24835,25542,5
24835,25459,5
24835,309122,5
24835,24225,6
24835,116630,6
24835,24323,6
24835,84027,6
24835,246756,6
24835,364594,6
24835,24451,6
24835,25608,6
24835,291912,6
24835,114105,6
24835,25664,6
24835,25125,6
24835,24180,6
24835,29393,6
24835,266610,7
24835,246097,7
24835,24842,7
24835,81722,7
24835,81503,7
24835,29560,7
24835,246240,7
24835,60582,8
24835,245920,8
24835,60350,8
24835,24179,8
24835,24224,9
24835,25419,10
24835,57027,10
24835,24185,10
24835,310553,11
24835,246253,11
24835,25493,11
24835,24482,11
24835,64546,11
24835,25402,11
24835,29527,11
24835,25464,12
24835,29197,12
24835,306886,13
24835,116562,13
24835,301289,13
24835,116553,16
24835,116590,28
24835,25008,28
24835,50689,29
24835,24493,29
24835,24599,30
24835,24770,30
24835,29260,31
24835,59086,32
24835,156767,35
24835,81736,36
24835,25712,39
24835,25625,58
24835,25325,72
